,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Investment Geographical Preference / Project Location,,,,,,,,Investment Round,,,,,,Investment Capial / Capital Seek,,,,,,,,,,Targeted Investment Sectors,,,,,,,,,,,,,
,,BlueCrow Capital,Investor,BlueCrow Capital,Private Equity ,"Lisbon, Portugal", Portugal,Europe,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/participations/450595,https://bluecrowcapital.com/en/,https://www.linkedin.com/company/bluecrowcapital/,"I. Company profile
Established in 2010, BlueCrow Capital is registered with the Portuguese Securities Market Commission (CMVM) under number 336. We manage 16 funds with assets under management (AUM) exceeding €600 million.

II. As the earliest investment golden visa fund in the history of Portuguese immigration, BlueCrow Capital has secured multiple #1 rankings in Portugal, including: 
1) Obtained the earliest fund qualification in Portugal (BlueCrow Growth Fund I is the first golden visa investment fund in Portugal to obtain the approval and certification by the Comissão do Mercado de Valores Mobiliários (CMVM), which was certified on 29 March, 2018)
2) The most experienced fund manager in Portugal (has been managing BlueCrow Growth Fund I since 2018)
3) Achieved the best fund performance (the actual return level ranked first among funds of the same type in Portugal during the same period)

III. The Portugal BlueCrow Capital China Tour and Hermes Fund Golden Visa Fund Global Debut Ceremony were successfully held at the China Hotel in Beijing. BlueCrow Capital 2025 New Year’s World Tour kicked off in Beijing, the first stop in China.
1) Mr. Duarte Calheiros Menezes, Partner of BlueCrow Capital, announced the launch of the Hermes Fund global debut. 
2) The Hermes Fund has a fund size of 100 million euros, and it will be available for limited distribution worldwide from December 2024. BlueCrow Capital will continue its global tour in six countries, including Türkiye, Egypt, the United States, Brazil and South Africa, after completing its tour in Beijing (16 December) and Shanghai (18 December).
3) Press release about BlueCrow’s China tour
Sohu News: https://www.sohu.com/a/839808540_121206063

IV. Asia-Pacific Distributor Partnership for BlueCrow Hermes Fund
1) Immigration agency (Portugal Golden Visa Investment Immigration Programme)
2) Members of the Immigration Association 
3) Immigration KOL and the practitioners


一、公司简介
BlueCrow Capital 成立于2010年，葡萄牙证券市场委员会（CMVM）注册编号336，旗下拥有16支基金，管理规模 AUM 超过6亿欧元。

二、作为葡萄牙移民历史上最早的投资类黄金签证基金，BlueCrow Capital 在葡萄牙拥有多项葡萄牙全国第一，包括：
1）基金资历葡国最早（BlueCrow Growth Fund I 是葡萄牙最早获得葡萄牙证券市场委员会 CMVM 批准及认证的黄金签证投资基金，认证时间2018年3月29日）
2）基金管理人经验葡国最资深（自2018年至今管理 BlueCrow Growth Fund I）
3）基金业绩最优（同期同类基金中实际收益水平排名葡国第一）

三、葡萄牙 BlueCrow Capital 中国行暨 Hermes Fund（爱马仕基金）黄金签证基金全球首发盛典在北京中国大饭店成功举办。北京作为中国行首站，拉开了 BlueCrow Capital 2025 跨年世界巡回的序幕。
1）BlueCrow Capital 的合伙人杜尔德先生（Duarte Calheiros Menezes）宣布了Hermes Fund（爱马仕基金）全球首发启动仪式。
2）Hermes Fund（爱马仕基金）基金规模1亿欧元，2024年12月开始面向全球限量发行。BlueCrow Capital 将在完成中国行北京站（12月16日）和上海站（12月18日）之后，将继续在土耳其、埃及、美国、巴西、南非等6个国家展开全球巡回。
3）BlueCrow 中国行媒体报道
搜狐新闻：https://www.sohu.com/a/839808540_121206063

四、项目对接：葡萄牙黄金签证基金 Hermes Fund，亚太区分销商合作
1）移民中介（葡萄牙黄金签证投资移民项目）
2）因私出入境移民协会的会员单位
3）移民行业自媒体及从业者"
,https://storage.googleapis.com/b2match-as-1/KZCFw164hs13d6HWM39C2YwQ,Boehringer Ingelheim Venture Fund,Investor,Mia Hu,Venture Capital ,"Hong Kong, China (Hong Kong)", China (Hong Kong),"Asia,Europe,North America",Y,Y,Y,,,,,"Series A,Seed & Pre-Series A",Y,Y,,,,"50,000,001 USD or above",,,,,,,,,Y,Healthcare Technology,,,,Y,,,,,,,/participations/434012,https://www.boehringer-ingelheim-venture.com/,https://www.linkedin.com/in/mia-hu-28945316b/,"The Boehringer Ingelheim Venture Fund is the strategic venture fund of the Boehringer Ingelheim Corporation. Since 2010, we invest in pioneering science (including therapeutics and digital health) that offers the potential to provide a significant benefit for our patients. BIVF is an evergreen fund with no fund-life-time, which can support our portfolio companies from company creation up to an exit. BIVF’s investment is not restricted by geography, we provide scientific, managerial and commercial support to start-up companies worldwide.


The Boehringer Ingelheim Venture Fund 是Boehringer Ingelheim Corporation的战略风险基金。自2010年以来，我们一直投资那些具有为重大潜能为患者提供益处的开创性科学（包括治疗和数字健康）。 BIVF 是一个无基金存续期的常青基金，可从公司创立到退出的全过程支持我们的投资组合公司。 BIVF 的投资不受地理限制，我们为全球初创公司提供科学、管理和商业支持。



页面显示AI翻译资讯，内容如有歧异，请以原文为准。"
,https://storage.googleapis.com/b2match-as-1/rSBu62pqfaihaUyR62oEEpGp,Brinc Venture Capital,Investor,Guillermo Ginesta,Accelerator ,"Hong Kong, China (Hong Kong)", China (Hong Kong),"Asia,Africa,South America",Y,,,,,Y,Y,,,,,,,,,,,,,,,,,"Food and Agriculture,Infrastructure and Real Estate Services,Environment, Energy and Clean Technology",,,Y,,,,,Y,Y,,/participations/435911,https://www.brinc.io,https://www.linkedin.com/company/brinc-io/?originalSubdomain=hk,Sustainability-focused venture capital firm
,,Bristol Capital Limited,Investor,Kenny Lee,Institutional Investor,"North Point, China (Hong Kong)", China (Hong Kong),Asia,Y,,,,,,,Series C and Beyond,,,,Y,,"50,000,001 USD or above",,,,,,,,,Y,"Consumer,Deep Technology,Financial Technology,Food and Agriculture,Healthcare Technology,Digital Entertainment and Media,Environment, Energy and Clean Technology",Y,Y,Y,Y,Y,Y,,,Y,,/participations/446937,,,"Bristol Capital was founded in 2019 and has established itself as a leading local licensed investment banking and capital markets advisory firm servicing various companies in the technology, renewables, energy, healthcare, aerospace, financial, infrastructure, industrial, entertainment and consumer industries. We primarily focus on micro and small cap companies with market capitalizations between $100M and $1B.

Bristol Capital has developed thousands of strategic, valuable relationships with key players in the investment community across the United States, Canada and Europe. This small cap oriented network is well matched to our clients’ size, segment and stage of development, leading towards a more targeted approach and productive interactions with potential investors. Our utilization of sophisticated databases and specialized targeting creates opportunities to meet additional fund managers or sell side analysts from across the globe.


Bristol Capital 成立于 2019 年，是一家领先的本地持牌投资银行和资本市场咨询公司，为技术、可再生能源、能源、医疗保健、航空航天、金融、基础设施、工业、娱乐和消费行业的各类公司提供服务。我们主要关注市值在 1 亿至 10 亿美元之间的微型和小型公司。

Bristol Capital 与美国、加拿大和欧洲投资界的数千个关键参与者建立了战略性、有价值的关系。这个以小型股为导向的网络与我们客户的规模、细分市场和发展阶段非常匹配，从而可以采取更有针对性的方法并与潜在投资者进行富有成效的互动。我们利用先进的数据库和专门的目标定位创造了结识来自全球各地的其他基金经理或卖方分析师的机会。



页面显示AI翻译资讯，内容如有歧异，请以原文为准。"
,https://storage.googleapis.com/b2match-as-1/L8vLZ8bJYNRvEWzZETwQFmF9,Bull Capital Limited,Investor,David Huang,Private Equity ,"Hong Kong, China (Hong Kong)", China (Hong Kong),Asia,Y,,,,,,,"Series B,Series C and Beyond",,,Y,Y,,"10,000,001 to 25,000,000 USD",,,,,,,Y,,,"Consumer,Deep Technology",,Y,,,Y,,,,,,/participations/453648,,,"Founded in 2007 by Mr. Gilbert Wong, Bull Capital (or Bull Capital Group) is an asset management and investment group with extensive experience in private equity and direct investments in the Greater China Region and other regions with China nexus."
,https://storage.googleapis.com/b2match-as-1/AoHoC7vy1bnTbd7DY4v8Gh5R,BVMW e.V.,Investor,Shan (Susan) Xu,Accelerator ,"Frankfurt am Main, Germany", Germany,"Asia,Europe",Y,Y,,,,,,"IPO,Series A,Series B",,Y,Y,,Y,"50,000,001 USD or above,25,000,001 to 50,000,000 USD,10,000,001 to 25,000,000 USD",,,,,,,Y,Y,Y,"Healthcare Technology,Infrastructure and Real Estate Services,Environment, Energy and Clean Technology",,,Y,Y,,,,Y,,,/participations/450654,https://bvmw.de,,"The roof association for SMEs in Germany.
Federal association of SMEs.
As part of the SME Alliance, BVMW represents the interests of over 900,000 business voices and 30 industry associations, including the Federal Association of Digital Economy BVDW and the Federal Association of IT SMEs BITMi. BVMW successfully advocates for medium-sized companies vis-à-vis governments, parliaments, ministries, large companies and trade unions economy.


One strong network, more than 300 national representatives, around 800,000 direct business contacts every year and 2,000 events and delegations per year.


德国联邦中小企业协会。
联邦中小企业协会。
作为中小企业联盟的一部分，BVMW代表了超过90万名商业人士和30个行业协会的利益，包括联邦数字经济协会BVDW和联邦IT中小企业协会BITMi。BVMW成功为中型公司倡导，与政府、议会、部委、大型公司和工会协调。

一个强大的网络，超过300位国家代表，每年约80万直接业务联系人，每年2000个活动和代表团。



页面显示AI翻译资讯，内容如有歧异，请以原文为准。"
,,Cachet Asset Management,Investor,Jeff Ng,Family Office ,"Hong Kong, China (Hong Kong)", China (Hong Kong),"Asia,Europe,Australasia,Middle East,North America",Y,Y,Y,Y,Y,,,"IPO,Series A,Series B,Seed & Pre-Series A,Series C and Beyond",Y,Y,Y,Y,Y,"10,000,001 to 25,000,000 USD",,,,,,,Y,,,"Deep Technology,Manufacturing Technology,Digital Entertainment and Media,Environment, Energy and Clean Technology",,Y,Y,,,Y,Y,,,,/participations/454451,,,Multi family office
,https://storage.googleapis.com/b2match-as-1/9ptWDzT6p9BNYmRncKT1krmH,Cachet Group,Investor,Angela Chow,Family Office ,"Hong Kong, China (Hong Kong)", China (Hong Kong),"Asia,Europe,North America",Y,Y,Y,,,,,"IPO,Series C and Beyond",,,,Y,Y,"5,000,001 to 7,500,000 USD,7,500,001 to 10,000,000 USD,25,000,001 to 50,000,000 USD,10,000,001 to 25,000,000 USD",,,,,Y,Y,Y,Y,,Healthcare Technology,,,,Y,,,,,,,/participations/451475,http://www.cachet-group.com,,"Cachet Group, established in 2014 by Ms. Angela Chow in Hong Kong, is a leading multi-family office serving ultra-high-net-worth families in the Greater China region. 

As one of the longest standing reputable institutions of its kind in the area, Cachet Group offers comprehensive financial services tailored to the unique needs of its clients.

The firm's offerings encompass:

Investment Advisory and Management: Providing best-in-class advice and management across all asset classes. 

Wealth Preservation and Succession Planning: Crafting strategies to safeguard and transfer wealth across generations.

Private Equities and Direct Investment Opportunities: Offering proprietary hedge funds and access to exclusive investment avenues. 

Family Business IPO Consultation: Assisting family-owned enterprises in navigating the complexities of public offerings.

In 2023, Cachet Group expanded its services through a strategic partnership with China Citic Bank International, the largest private bank in domestic China, aiming to provide asset allocation and personalized investments to the bank's ultra-high-net-worth customers in mainland China. 

With a commitment to delivering personalized financial solutions, Cachet Group continues to support the diverse needs of affluent families, ensuring their financial goals are met with expertise and dedication."
,https://storage.googleapis.com/b2match-as-1/LEkhvkQJJFAu1MGoe2XXS8hG,Cannon Asset Managers,Investor,Deshan Naidoo,Private Equity ,"Cape Town, South Africa", South Africa,Africa,,,,,,Y,,"Series A,Series B",,Y,Y,,,"50,000,001 USD or above,25,000,001 to 50,000,000 USD,10,000,001 to 25,000,000 USD",,,,,,,Y,Y,Y,"Manufacturing Technology,Infrastructure and Real Estate Services,Environment, Energy and Clean Technology",,,Y,,,,Y,Y,,,/participations/451262,https://cannonassets.co.za,,"Cannon Asset Managers is a South African based investment manager, for HNWI and institutional clients. Our newest offering is a critical minerals and infrastructure private markets fund to support the development of mining and infrastructure projects in Southern Africa.

Cannon Asset Manager 是南非的一家投资管理公司，为高净值人士和机构客户提供服务。我们的最新产品是关键矿产和基础设施私募市场基金，用于支持南部非洲的采矿和基础设施项目开发。

页面显示AI翻译资讯，内容如有歧异，请以原文为准。"
,https://storage.googleapis.com/b2match-as-1/DrR3oTmFqz9sabMv1yTNiwYk,Cannon Assets Managers,Investor,Tshepo Modiba,Private Equity ,"Johannesburg, South Africa", South Africa,Africa,,,,,,Y,,Seed & Pre-Series A,Y,,,,,"50,000,001 USD or above",,,,,,,,,Y,"Infrastructure and Real Estate Services,Environment, Energy and Clean Technology",,,Y,,,,,Y,,,/participations/452150,https://cannonassets.co.za/,https://www.linkedin.com/company/2263674/admin/dashboard/,"Cannon Assets Managers is an established financial services company in existence for 24 years. The company has a track record in listed equity investments, offering both domestic and global investment portfolios.

The management team is young and dynamic, supported by institutional asset allocators, they have recognised the gap in private markets funding for the EV battery value chain in South Africa and the broader Africa continent. The team has decided to leverage the investment experience to diversify into the private markets arena through the launch of a Pan African Critical Minerals and Infrastructure Fund."
,https://storage.googleapis.com/b2match-as-1/PwvEm3unLTjPTPGL1ry97vtV,CAPRiser Group,Investor,Marc Ng,Private Equity ,"Toronto, Canada", Canada,"Asia,North America",Y,,Y,,,,,"IPO,Series A,Series B,Seed & Pre-Series A,Series C and Beyond",Y,Y,Y,Y,Y,"500,000 USD or below,500,001 to 1,000,000 USD,5,000,001 to 7,500,000 USD,2,500,001 to 5,000,000 USD,1,000,001 to 2,500,000 USD,7,500,001 to 10,000,000 USD",Y,Y,Y,Y,Y,Y,,,,"Education,Deep Technology,Healthcare Technology,Digital Entertainment and Media,Infrastructure and Real Estate Services,Environment, Energy and Clean Technology",,Y,Y,Y,,Y,,Y,,Y,/participations/453685,https://www.capriser.com,,CAPRiser
